,account_id,customer_id,account_type,balance,status_type
269,2331,30100,Custodial Account,807493.0,Defaulted
270,23427,30100,Checking/Current Account,82.0,Limited/Restricted
271,44148,63462,Individual Retirement Account (IRA),92288289.0,Closed
272,30238,37896,Trust Account,89.0,Active
273,59335,30987,Checking/Current Account,69278.0,Defaulted
274,20251,4386,Business Account,9235.0,Limited/Restricted
275,7594,4386,Checking/Current Account,78.0,Active
276,25750,4386,Individual Retirement Account (IRA),125255.0,Blocked/Frozen
277,4129,4386,Business Account,306139.0,Defaulted
278,11022,633,Custodial Account,54.0,Defaulted
279,40768,633,Trust Account,2.0,Limited/Restricted
280,30518,12106,Custodial Account,3295.0,Active
281,49757,12106,Individual Retirement Account (IRA),74698.0,Blocked/Frozen
282,57091,7864,Individual Retirement Account (IRA),8770999.0,Limited/Restricted
283,52820,7864,Custodial Account,26558556.0,Closed
284,27462,10165,Savings Account,803645.0,Inactive/Dormant
285,64781,32978,Checking/Current Account,376533627.0,Inactive/Dormant
286,22437,32978,Trust Account,387140999.0,Blocked/Frozen
287,21114,32978,Trust Account,514.0,Defaulted
288,35451,55566,Savings Account,0.0,Inactive/Dormant
289,47296,55566,Individual Retirement Account (IRA),669206.0,Inactive/Dormant
290,21060,55566,Checking/Current Account,3527502.0,Active
291,2899,59408,Individual Retirement Account (IRA),46.0,Closed
292,3292,59408,Checking/Current Account,2580.0,Active
293,39514,34457,Certificate of Deposit (CD),95.0,Active
294,15164,20300,Business Account,3.0,Limited/Restricted
295,695,20300,Checking/Current Account,9525.0,Closed
296,61568,20300,Checking/Current Account,1966.0,Closed
297,42446,37231,Business Account,60252.0,Closed
298,53228,28538,Business Account,2890.0,Limited/Restricted
299,51320,28538,Individual Retirement Account (IRA),3.0,Closed
300,24739,45235,Checking/Current Account,260987.0,Limited/Restricted
301,54773,15154,Trust Account,595627738.0,Limited/Restricted
302,25941,15154,Checking/Current Account,416944920.0,Limited/Restricted
303,30172,62584,Checking/Current Account,733032.0,Closed
304,6003,62584,Business Account,74352725.0,Closed
305,29853,62584,Individual Retirement Account (IRA),161307316.0,Limited/Restricted
306,48378,49139,Checking/Current Account,11.0,Closed
307,2507,2013,Certificate of Deposit (CD),7390.0,Defaulted
308,8935,2013,Custodial Account,1.0,Blocked/Frozen
309,41020,2013,Custodial Account,762.0,Active
310,4958,19797,Certificate of Deposit (CD),427708110.0,Limited/Restricted
311,10329,15278,Business Account,6.0,Closed
312,52895,2448,Checking/Current Account,6.0,Active
313,43921,60257,Savings Account,8281.0,Inactive/Dormant
314,7643,60257,Certificate of Deposit (CD),54231.0,Inactive/Dormant
315,3449,60257,Individual Retirement Account (IRA),92736.0,Inactive/Dormant
316,6,60257,Custodial Account,889799367.0,Closed
317,51200,1172,Business Account,5.0,Closed
318,1456,1172,Trust Account,4105.0,Blocked/Frozen
319,45253,19254,Custodial Account,66204735.0,Closed
320,46380,4658,Business Account,5482407.0,Limited/Restricted
321,61722,4658,Trust Account,841444402.0,Active
322,51431,4658,Individual Retirement Account (IRA),57689.0,Active
323,13682,4658,Trust Account,48867907.0,Inactive/Dormant
324,5374,4658,Trust Account,7.0,Defaulted
325,37655,24075,Custodial Account,2063028.0,Blocked/Frozen
326,36993,57241,Savings Account,20342.0,Inactive/Dormant
327,9178,57241,Trust Account,59701.0,Defaulted
328,31494,57241,Individual Retirement Account (IRA),998.0,Limited/Restricted
329,23443,58792,Certificate of Deposit (CD),24583.0,Active
330,33302,2740,Certificate of Deposit (CD),4.0,Closed
331,61278,19100,Savings Account,2.0,Blocked/Frozen
332,18675,19100,Savings Account,5473.0,Blocked/Frozen
333,5528,19100,Individual Retirement Account (IRA),5.0,Limited/Restricted
334,1004,26617,Checking/Current Account,448833.0,Blocked/Frozen
335,7858,64365,Certificate of Deposit (CD),190.0,Inactive/Dormant
336,56459,64365,Business Account,5467178.0,Active
337,35962,13971,Savings Account,24.0,Limited/Restricted
338,32479,13971,Individual Retirement Account (IRA),14244.0,Closed
339,49066,15611,Savings Account,6.0,Defaulted
340,53539,15611,Custodial Account,87.0,Limited/Restricted
341,46630,16832,Savings Account,64.0,Active
342,6907,16832,Individual Retirement Account (IRA),52114680.0,Active
343,59431,16832,Individual Retirement Account (IRA),170210.0,Blocked/Frozen
344,18683,25343,Checking/Current Account,36.0,Active
345,6481,25343,Custodial Account,14079443.0,Blocked/Frozen
346,38765,25343,Business Account,892.0,Inactive/Dormant
347,18377,25343,Certificate of Deposit (CD),473237379.0,Blocked/Frozen
348,1040,34350,Trust Account,92.0,Closed
349,22807,38539,Savings Account,52.0,Blocked/Frozen
350,43305,38539,Business Account,2176389.0,Limited/Restricted
351,4863,38539,Savings Account,97117.0,Closed
352,64531,38539,Individual Retirement Account (IRA),6565.0,Inactive/Dormant
353,60792,10716,Checking/Current Account,254768170.0,Active
354,1076,10716,Individual Retirement Account (IRA),243509177.0,Closed
355,45175,26574,Business Account,5917.0,Blocked/Frozen
356,48619,26574,Business Account,8020.0,Active
357,52271,16922,Savings Account,98034.0,Active
358,49970,16922,Business Account,797890685.0,Blocked/Frozen
359,1243,16922,Business Account,47.0,Defaulted
360,15024,16922,Business Account,440249106.0,Defaulted
361,33800,23222,Custodial Account,57.0,Limited/Restricted
362,53073,23222,Trust Account,4562961.0,Closed
363,5106,23222,Custodial Account,59420.0,Blocked/Frozen
364,1532,27857,Individual Retirement Account (IRA),48265.0,Defaulted
365,51882,27857,Savings Account,58.0,Active
366,56863,11746,Trust Account,9.0,Blocked/Frozen
367,47488,49311,Custodial Account,72109585.0,Active
368,42890,49311,Custodial Account,458596.0,Blocked/Frozen
369,18480,49311,Certificate of Deposit (CD),9.0,Inactive/Dormant
370,5133,50099,Certificate of Deposit (CD),528.0,Closed
371,27251,50099,Individual Retirement Account (IRA),728209.0,Defaulted
372,62451,53858,Custodial Account,1646.0,Inactive/Dormant
373,38258,64266,Individual Retirement Account (IRA),1.0,Defaulted
374,38342,13102,Checking/Current Account,2860750.0,Closed
375,38953,13102,Savings Account,2.0,Inactive/Dormant
376,982,60765,Checking/Current Account,1.0,Inactive/Dormant
377,31141,6627,Custodial Account,978654345.0,Defaulted
378,12421,25463,Individual Retirement Account (IRA),55951.0,Defaulted
379,7299,55629,Certificate of Deposit (CD),197582822.0,Closed
380,34399,61410,Checking/Current Account,4.0,Closed
381,31696,61410,Checking/Current Account,21557651.0,Limited/Restricted
382,33366,7381,Savings Account,326.0,Limited/Restricted
383,2876,7381,Custodial Account,8.0,Blocked/Frozen
384,23966,43300,Individual Retirement Account (IRA),32.0,Defaulted
385,18302,50839,Custodial Account,46561.0,Active
386,52769,10740,Business Account,68.0,Active
387,14925,10740,Savings Account,699354796.0,Limited/Restricted
388,40628,35786,Trust Account,88349652.0,Inactive/Dormant
389,37064,35786,Trust Account,2557713.0,Defaulted
390,64729,35786,Certificate of Deposit (CD),6226.0,Active
391,40449,63559,Checking/Current Account,6.0,Active
392,65376,63559,Business Account,1621247.0,Limited/Restricted
393,57380,80,Certificate of Deposit (CD),6345559.0,Limited/Restricted
394,45585,80,Savings Account,576203.0,Limited/Restricted
395,62488,23837,Business Account,826.0,Defaulted
396,27498,23837,Certificate of Deposit (CD),29704715.0,Limited/Restricted
397,12571,23837,Checking/Current Account,8312.0,Defaulted
398,64932,31061,Individual Retirement Account (IRA),501985819.0,Closed
399,26127,31061,Savings Account,9945145.0,Defaulted
400,37615,3691,Trust Account,8.0,Closed
401,62329,3691,Trust Account,9040.0,Limited/Restricted
402,19645,18679,Savings Account,748.0,Blocked/Frozen
403,38324,18679,Checking/Current Account,5.0,Closed
404,4997,18679,Individual Retirement Account (IRA),269599.0,Blocked/Frozen
405,54140,29654,Certificate of Deposit (CD),7.0,Inactive/Dormant
406,41090,29654,Custodial Account,9.0,Limited/Restricted
407,6199,15374,Savings Account,993582.0,Active
408,39801,15374,Individual Retirement Account (IRA),349225.0,Closed
409,34615,15374,Certificate of Deposit (CD),9013.0,Defaulted
410,34705,28533,Custodial Account,2147.0,Active
411,50632,15996,Certificate of Deposit (CD),71.0,Inactive/Dormant
412,18368,15996,Savings Account,6.0,Limited/Restricted
413,9328,15996,Business Account,333.0,Limited/Restricted
414,21543,15996,Individual Retirement Account (IRA),439319.0,Defaulted
415,4703,15996,Checking/Current Account,2490.0,Blocked/Frozen
416,45184,44590,Trust Account,383686462.0,Limited/Restricted
417,58976,41999,Business Account,24133.0,Inactive/Dormant
418,534,41999,Individual Retirement Account (IRA),201643.0,Blocked/Frozen
419,40877,41999,Business Account,467539.0,Blocked/Frozen
420,31745,41999,Checking/Current Account,721270166.0,Active
421,55034,54312,Certificate of Deposit (CD),634.0,Active
422,22915,54312,Trust Account,634617.0,Closed
423,51340,44064,Savings Account,37934556.0,Limited/Restricted
424,49477,63418,Custodial Account,534883.0,Active
425,21510,21160,Individual Retirement Account (IRA),367.0,Inactive/Dormant
426,33667,21160,Checking/Current Account,837.0,Defaulted
427,59555,46574,Savings Account,12284.0,Defaulted
428,38281,46574,Business Account,58.0,Active
429,20153,35306,Business Account,6019527.0,Defaulted
430,46383,56897,Individual Retirement Account (IRA),21.0,Inactive/Dormant
431,39154,56897,Custodial Account,1568.0,Blocked/Frozen
432,52562,58901,Checking/Current Account,6880726.0,Inactive/Dormant
433,53675,29354,Individual Retirement Account (IRA),957369343.0,Closed
434,43354,29354,Checking/Current Account,40.0,Inactive/Dormant
435,6701,29354,Custodial Account,812862.0,Blocked/Frozen
436,27364,29354,Trust Account,45969.0,Active
437,8358,38641,Savings Account,67.0,Closed
438,39914,38641,Trust Account,94788356.0,Defaulted
439,28346,38641,Business Account,530230342.0,Limited/Restricted
440,23275,38641,Business Account,164.0,Closed
441,7305,56119,Custodial Account,435485068.0,Limited/Restricted
442,51177,56119,Custodial Account,190425875.0,Limited/Restricted
443,19130,56119,Trust Account,268394436.0,Closed
444,63438,56119,Certificate of Deposit (CD),867610275.0,Active
445,48438,56119,Custodial Account,1061807.0,Defaulted
446,63116,30273,Business Account,49.0,Active
447,28745,30273,Individual Retirement Account (IRA),79.0,Blocked/Frozen
448,10926,30273,Savings Account,69.0,Active
449,4205,30273,Individual Retirement Account (IRA),395.0,Blocked/Frozen
450,53342,54973,Trust Account,65011.0,Blocked/Frozen
451,30121,28947,Business Account,731190802.0,Defaulted
452,429,19442,Business Account,677017.0,Limited/Restricted
453,45303,19442,Custodial Account,298274138.0,Active
454,39997,19442,Business Account,86564.0,Active
455,11187,62312,Trust Account,73400237.0,Blocked/Frozen
456,24924,6752,Certificate of Deposit (CD),404216603.0,Limited/Restricted
457,7424,6752,Individual Retirement Account (IRA),715.0,Blocked/Frozen
458,53780,39730,Savings Account,649747159.0,Closed
459,44155,27428,Checking/Current Account,88.0,Inactive/Dormant
460,893,27428,Trust Account,97022309.0,Inactive/Dormant
461,13285,27428,Checking/Current Account,60750.0,Active
462,60307,30499,Checking/Current Account,88232.0,Limited/Restricted
463,6023,47711,Certificate of Deposit (CD),7921.0,Blocked/Frozen
464,64806,34196,Individual Retirement Account (IRA),3974207.0,Active
465,13543,15976,Business Account,152641323.0,Closed
466,13726,15976,Savings Account,58.0,Inactive/Dormant
467,61929,16666,Checking/Current Account,159581.0,Defaulted
468,61841,16666,Trust Account,94.0,Limited/Restricted
469,55989,17470,Trust Account,5541.0,Inactive/Dormant
470,3363,17470,Custodial Account,9619323.0,Inactive/Dormant
471,31075,17470,Individual Retirement Account (IRA),71516387.0,Blocked/Frozen
472,39366,34051,Checking/Current Account,2.0,Active
473,35397,34051,Trust Account,53343.0,Inactive/Dormant
474,5287,22313,Certificate of Deposit (CD),80.0,Blocked/Frozen
475,6420,22313,Certificate of Deposit (CD),63268892.0,Blocked/Frozen
476,26848,35773,Business Account,4580415.0,Active
477,35733,35773,Certificate of Deposit (CD),398243.0,Inactive/Dormant
478,30858,35773,Trust Account,500025452.0,Active
479,50003,52001,Certificate of Deposit (CD),30005.0,Closed
480,38405,52001,Savings Account,345727107.0,Inactive/Dormant
481,19637,38191,Business Account,524167.0,Closed
482,55047,29531,Certificate of Deposit (CD),21985.0,Limited/Restricted
483,16216,29531,Checking/Current Account,88909357.0,Limited/Restricted
484,34000,37316,Savings Account,7212005.0,Blocked/Frozen
485,57118,36135,Individual Retirement Account (IRA),652277294.0,Blocked/Frozen
486,30600,36135,Savings Account,666.0,Closed
487,23955,36135,Trust Account,0.0,Inactive/Dormant
488,58781,36135,Trust Account,118.0,Closed
489,35994,52271,Checking/Current Account,8580414.0,Active
490,29160,52271,Trust Account,2955100.0,Active
491,46897,19164,Individual Retirement Account (IRA),56555181.0,Limited/Restricted
